,lower,freqs
1563,heureuse,1609
1564,électrique,1608
1565,action,1606
1566,comptoir,1606
1567,parfait,1606
1568,bizarre,1604
1569,vitre,1604
1570,concierge,1603
1571,outre,1602
1572,onze,1601
1573,tournait,1601
1574,ouvrait,1599
1575,balle,1598
1576,bleue,1598
1577,reconnu,1598
1578,cessé,1597
1579,visages,1597
1580,lieux,1594
1581,angle,1591
1582,belles,1589
1583,coffre,1589
1584,douceur,1589
1585,hall,1589
1586,nuits,1589
1587,soixante,1589
1588,entière,1588
1589,course,1587
1590,inquiétude,1587
1591,profonde,1586
1592,bernard,1584
1593,rage,1582
1594,couleurs,1579
1595,particulier,1576
1596,sauter,1575
1597,bonjour,1573
1598,précis,1570
1599,imaginer,1568
1600,prenant,1568
1601,chaussures,1564
1602,interrompit,1561
1603,longuement,1560
1604,position,1559
1605,tendre,1559
1606,siècle,1558
1607,simon,1557
1608,venus,1557
1609,essayé,1556
1610,martin,1556
1611,environ,1554
1612,enfance,1552
1613,étranger,1552
1614,jambe,1548
1615,vieil,1548
1616,animal,1547
1617,notes,1547
1618,aise,1546
1619,répondait,1546
1620,acheter,1545
1621,ingénieur,1545
1622,millions,1545
1623,pût,1545
1624,roses,1545
1625,blonde,1544
1626,retenir,1543
1627,détail,1542
1628,sois,1542
1629,ben,1540
1630,légère,1540
1631,repos,1539
1632,atteindre,1537
1633,fermé,1536
1634,crainte,1535
1635,images,1535
1636,bière,1533
1637,circonstances,1533
1638,fleuve,1532
1639,mets,1530
1640,crier,1529
1641,riant,1528
1642,page,1526
1643,blanches,1525
1644,suivait,1524
1645,désespoir,1523
1646,produit,1523
1647,meurtre,1522
1648,marthe,1521
1649,pauvres,1520
1650,vieilles,1520
1651,aimée,1518
1652,descendit,1517
1653,devenue,1513
1654,extrémité,1513
1655,complet,1512
1656,jure,1510
1657,éclat,1510
1658,atelier,1509
1659,boule,1509
1660,accent,1508
1661,eaux,1508
1662,noël,1508
1663,explique,1507
1664,ignore,1507
1665,faisais,1506
1666,entré,1505
1667,rideau,1505
1668,jadis,1503
1669,frappé,1502
1670,haussa,1502
1671,grise,1500
1672,tenant,1500
1673,net,1499
1674,john,1498
1675,jouait,1497
1676,classe,1496
1677,suzanne,1496
1678,moyens,1495
1679,lesquelles,1492
1680,mystérieux,1492
1681,boulot,1491
1682,pencha,1491
1683,pleurer,1491
1684,froide,1490
1685,cul,1488
1686,foutre,1488
1687,prévenir,1488
1688,couvert,1486
1689,types,1486
1690,ressemblait,1485
1691,voisine,1483
1692,attendu,1482
1693,comprit,1482
1694,sûre,1482
1695,compagnon,1481
1696,compagnons,1480
1697,costume,1479
1698,phrases,1479
1699,jeunesse,1478
1700,intelligence,1477
1701,êtres,1477
1702,blessé,1474
1703,épais,1474
1704,duquel,1471
1705,durant,1469
1706,points,1469
1707,promenade,1468
1708,caractère,1467
1709,couché,1467
1710,toilette,1467
1711,vacances,1467
1712,abbé,1466
1713,drame,1466
1714,meubles,1466
1715,portrait,1462
1716,soupira,1462
1717,expérience,1458
1718,oiseau,1458
1719,attente,1456
1720,toit,1456
1721,lieutenant,1455
1722,renseignements,1455
1723,tranquillement,1455
1724,balles,1454
1725,pis,1454
1726,rond,1454
1727,vif,1452
1728,fameux,1449
1729,disparaître,1448
1730,van,1448
1731,extrême,1447
1732,important,1447
1733,eussent,1444
1734,expliqua,1443
1735,ménage,1443
1736,ancienne,1440
1737,dames,1440
1738,soigneusement,1438
1739,cerveau,1437
1740,daniel,1437
1741,devais,1437
1742,vain,1436
1743,valeur,1436
1744,film,1435
1745,pousse,1435
1746,demeure,1434
1747,marin,1434
1748,voisin,1433
1749,coupable,1432
1750,meilleur,1432
1751,chat,1430
1752,occupe,1429
1753,parlant,1428
1754,commencer,1427
1755,chagrin,1426
1756,peuple,1426
1757,rares,1425
1758,banque,1424
1759,europe,1424
1760,facilement,1422
1761,francis,1422
1762,garage,1422
1763,portant,1422
1764,vaguement,1421
1765,ouest,1415
1766,nuque,1414
1767,angelo,1413
1768,décidément,1413
1769,soyez,1412
1770,succès,1412
1771,découverte,1410
1772,poussé,1410
1773,thérèse,1409
1774,résultat,1407
1775,sainte,1407
1776,charge,1406
1777,gardien,1405
1778,gaz,1405
1779,promis,1404
1780,violence,1404
1781,manquait,1403
1782,montrait,1402
1783,caisse,1401
1784,choisi,1401
1785,dangereux,1401
1786,finalement,1400
1787,agents,1398
1788,date,1398
1789,conduit,1397
1790,bouger,1396
1791,servait,1395
1792,conseil,1394
1793,têtes,1394
1794,lucien,1393
1795,magasin,1393
1796,quelconque,1393
1797,occupait,1391
1798,sûreté,1391
1799,fuite,1390
1800,envoyer,1389
1801,firent,1388
1802,battre,1387
1803,choc,1387
1804,profondément,1387
1805,bob,1386
1806,antonio,1383
1807,soient,1383
1808,cave,1382
1809,maigre,1382
1810,nulle,1382
1811,furieux,1381
1812,partis,1381
1813,suivit,1379
1814,parlez,1378
1815,max,1377
1816,remit,1377
1817,thé,1377
1818,couple,1376
1819,tomba,1376
1820,choix,1375
1821,mouvements,1375
1822,pavillon,1375
1823,cheminée,1372
1824,soie,1372
1825,française,1371
1826,releva,1371
1827,attendez,1369
1828,apercevait,1368
1829,ombres,1368
1830,tombait,1367
1831,arrêt,1366
1832,madeleine,1366
1833,défendre,1365
1834,personnel,1365
1835,agir,1364
1836,paraître,1364
1837,amoureux,1363
1838,semblable,1363
1839,portée,1362
1840,station,1362
1841,note,1361
1842,envoyé,1360
1843,propres,1360
1844,lutte,1357
1845,présente,1355
1846,devient,1354
1847,permis,1353
1848,essayait,1352
1849,aube,1351
1850,répète,1350
1851,assure,1349
1852,dormait,1349
1853,invisible,1348
1854,divers,1347
1855,travaux,1347
1856,camion,1346
1857,énergie,1346
1858,levant,1345
1859,région,1345
1860,con,1344
1861,empereur,1343
1862,souriait,1343
1863,billet,1342
1864,président,1341
1865,appelé,1340
1866,humaine,1338
1867,jette,1338
1868,dure,1337
1869,ressemble,1337
1870,vides,1337
1871,nus,1335
1872,relations,1335
1873,remarquer,1335
1874,retard,1335
1875,prête,1334
1876,lumières,1331
1877,regardez,1331
1878,senti,1330
1879,domestique,1329
1880,garçons,1329
1881,loi,1328
1882,opération,1328
1883,rit,1328
1884,manche,1327
1885,prenez,1326
1886,amitié,1325
1887,retraite,1325
1888,alcool,1324
1889,assurer,1324
1890,inquiète,1322
1891,mathias,1322
1892,fièvre,1321
1893,pousser,1321
1894,banc,1320
1895,nouveaux,1320
1896,vivait,1320
1897,conduite,1318
1898,vêtu,1318
1899,allemand,1314
1900,certitude,1314
1901,employé,1313
1902,mission,1313
1903,politique,1311
1904,formidable,1309
1905,aie,1308
1906,attendais,1308
1907,catherine,1308
1908,aimais,1306
1909,connaissais,1303
1910,usine,1302
1911,avança,1301
1912,fermée,1300
1913,fine,1300
1914,nombreux,1300
1915,client,1299
1916,murmure,1298
1917,parfum,1298
1918,camarades,1297
1919,gabriel,1297
1920,tabac,1297
1921,explication,1296
1922,ferai,1296
1923,savant,1296
1924,souffrir,1296
1925,écoutez,1296
1926,doivent,1295
1927,ailes,1293
1928,charlus,1293
1929,conditions,1293
1930,reconnut,1292
1931,couche,1291
1932,proie,1291
1933,aimable,1290
1934,radio,1290
1935,tables,1290
1936,demie,1289
1937,uniforme,1288
1938,vallée,1286
1939,philippe,1283
1940,bu,1281
1941,quitte,1281
1942,attaque,1280
1943,avançait,1280
1944,ronde,1280
1945,vestibule,1280
1946,qualité,1279
1947,rideaux,1279
1948,récit,1279
1949,fus,1277
1950,gérard,1277
1951,auriez,1276
1952,quoique,1276
1953,ridicule,1276
1954,tombée,1275
1955,artiste,1274
1956,ceinture,1273
1957,série,1273
1958,donnant,1272
1959,mouchoir,1272
1960,métal,1270
1961,anciens,1269
1962,matière,1269
1963,harry,1267
1964,rappeler,1266
1965,dépit,1265
1966,morceaux,1265
1967,seront,1265
1968,fuir,1263
1969,membres,1263
1970,frapper,1261
1971,semblant,1261
1972,fatigué,1260
1973,instruction,1258
1974,maladie,1258
1975,directement,1257
1976,frappa,1257
1977,générale,1254
1978,solitude,1254
1979,tenue,1254
1980,usage,1254
1981,efforts,1253
1982,exact,1253
1983,sauvage,1253
1984,victoire,1253
1985,disposition,1252
1986,retrouve,1252
1987,trouble,1252
1988,atmosphère,1251
1989,canon,1250
1990,change,1250
1991,identité,1250
1992,vécu,1250
1993,paysage,1249
1994,portefeuille,1247
1995,nue,1246
1996,passion,1246
1997,p,1245
1998,demandai,1244
1999,bleus,1243
2000,cimetière,1243
2001,glissa,1243
2002,souffrance,1243
2003,ennemis,1242
2004,respect,1242
2005,tendu,1242
2006,gloire,1241
2007,o,1241
2008,raconté,1241
2009,satisfaction,1241
2010,installé,1240
2011,particulièrement,1240
2012,secoua,1240
2013,terminé,1240
2014,brise,1238
2015,désordre,1237
2016,v,1237
2017,solide,1236
2018,annonce,1234
2019,arrivés,1234
2020,devrait,1233
2021,dizaine,1233
2022,épaisse,1232
2023,montagnes,1231
2024,voyageurs,1230
2025,palier,1229
2026,vitres,1229
2027,article,1228
2028,pages,1227
2029,empêche,1225
2030,poignée,1225
2031,seigneur,1225
2032,étonné,1225
2033,andré,1223
2034,minuit,1223
2035,offrir,1222
2036,samedi,1222
2037,acte,1219
2038,folie,1217
2039,laure,1217
2040,mienne,1217
2041,rend,1217
2042,brigadier,1216
2043,chambres,1216
2044,sécurité,1215
2045,apparence,1214
2046,montra,1214
2047,sommet,1214
2048,tendresse,1214
2049,traverser,1213
2050,douter,1212
2051,lait,1212
2052,énormes,1212
2053,colonel,1211
2054,craindre,1211
2055,remonter,1210
2056,services,1210
2057,militaire,1209
2058,sienne,1209
2059,traversa,1209
2060,corde,1208
2061,gentil,1208
2062,imagination,1208
2063,passaient,1208
2064,extérieur,1207
2065,caché,1206
2066,gosse,1206
2067,larges,1206
2068,restée,1206
2069,étoiles,1206
2070,agent,1205
2071,cigarettes,1205
2072,pente,1205
2073,attendit,1204
2074,fixe,1204
2075,r,1203
2076,idiot,1202
2077,môme,1202
2078,paru,1201
2079,égard,1201
2080,acier,1200
2081,bains,1200
2082,sentiments,1200
2083,plancher,1199
2084,quelles,1199
2085,soupir,1198
2086,volontiers,1198
2087,fleur,1197
2088,imagine,1196
2089,pourra,1196
2090,projet,1196
2091,tom,1195
2092,monta,1194
2093,répétait,1194
2094,sert,1194
2095,touche,1194
2096,aimerais,1193
2097,porté,1193
2098,navire,1192
2099,individu,1191
2100,lisait,1191
2101,mr,1191
2102,penché,1191
2103,brusque,1190
2104,impatience,1190
2105,linge,1190
2106,américain,1189
2107,envers,1189
2108,décision,1188
2109,destin,1187
2110,présenter,1187
2111,prétexte,1187
2112,pénétrer,1187
2113,machinalement,1186
2114,puissance,1186
2115,bain,1185
2116,charme,1185
2117,prisonnier,1185
2118,prévu,1185
2119,sortant,1185
2120,wagon,1185
2121,attendaient,1183
2122,sauvages,1183
2123,cage,1182
2124,aurez,1181
2125,carton,1180
2126,seine,1180
2127,atteint,1179
2128,chinois,1179
2129,savent,1178
2130,cuisses,1177
2131,i,1177
2132,serra,1177
2133,flamme,1176
2134,précautions,1176
2135,verdurin,1175
2136,crut,1174
2137,occupé,1174
2138,personnages,1174
2139,anne,1173
2140,cache,1173
2141,couverture,1173
2142,plaine,1173
2143,plaque,1173
2144,poings,1173
2145,descendait,1172
2146,détective,1172
2147,penses,1172
2148,courte,1171
2149,curé,1171
2150,dirigea,1171
2151,bandit,1169
2152,amant,1168
2153,lança,1168
2154,misérable,1168
2155,affreux,1167
2156,réellement,1167
2157,avoue,1165
2158,tenter,1165
2159,avancer,1164
2160,piano,1164
2161,file,1163
2162,marseille,1163
2163,songeait,1163
2164,terreur,1163
2165,marque,1161
2166,pleins,1161
2167,appela,1159
2168,armoire,1159
2169,cadin,1159
2170,gêne,1158
2171,suffisait,1158
2172,intéresse,1157
2173,regardaient,1157
2174,taire,1157
2175,quels,1156
2176,boue,1155
2177,chute,1155
2178,hautes,1155
2179,pur,1155
2180,tony,1155
2181,h,1154
2182,lointain,1154
2183,rappelait,1154
2184,rentré,1154
2185,veulent,1154
2186,gardait,1153
2187,menace,1153
2188,roger,1153
2189,allemands,1152
2190,lecture,1152
2191,sachant,1152
2192,serrure,1152
2193,combat,1151
2194,inquiet,1151
2195,miroir,1151
2196,camille,1149
2197,paille,1149
2198,rentre,1149
2199,coupé,1148
2200,ouvriers,1148
2201,adieu,1147
2202,descendu,1147
2203,monté,1147
2204,équipe,1147
2205,bataille,1146
2206,digne,1146
2207,gardé,1146
2208,cité,1145
2209,pouce,1145
2210,vienne,1145
2211,précaution,1144
2212,recherches,1144
2213,tue,1144
2214,approcher,1143
2215,patience,1143
2216,sortes,1143
2217,clé,1141
2218,sacré,1141
2219,touché,1141
2220,génie,1140
2221,commis,1138
2222,françoise,1138
2223,rez,1138
2224,2,1136
2225,imbécile,1136
2226,lac,1136
2227,champagne,1135
2228,jeanne,1135
2229,orgueil,1134
2230,arrêtait,1133
2231,essaie,1133
2232,demeurait,1131
2233,rêves,1131
2234,entrait,1130
2235,copains,1127
2236,défense,1127
2237,russe,1126
2238,venais,1126
2239,événement,1126
2240,serviette,1125
2241,agréable,1124
2242,bel,1124
2243,masque,1124
2244,aveugle,1123
2245,déserte,1123
2246,nerveux,1122
2247,signes,1122
2248,tiroir,1122
2249,métro,1121
2250,témoin,1121
2251,fermer,1120
2252,rare,1120
2253,policiers,1119
2254,bloc,1118
2255,volets,1118
2256,crise,1117
2257,étonnement,1116
2258,physique,1115
2259,rendit,1115
2260,ferma,1113
2261,né,1113
2262,amérique,1112
2263,valait,1112
2264,marquis,1111
2265,ivan,1110
2266,liste,1109
2267,pourvu,1109
2268,tâche,1108
2269,causer,1106
2270,endroits,1106
2271,projets,1106
2272,éloigner,1106
2273,duchesse,1105
2274,talons,1105
2275,chaude,1104
2276,matinée,1104
2277,serré,1104
2278,tristesse,1104
2279,printemps,1103
2280,aille,1102
2281,apporter,1102
2282,copain,1102
2283,trompe,1102
2284,équilibre,1102
2285,travaille,1101
2286,réflexion,1100
2287,burma,1099
2288,trait,1099
2289,4,1098
2290,ministre,1098
2291,tasse,1098
2292,x,1098
2293,humain,1097
2294,liquide,1097
2295,cuivre,1096
2296,installer,1096
2297,magnifique,1095
2298,nettement,1094
2299,milliers,1093
2300,quitta,1093
2301,traversé,1093
2302,allô,1092
2303,normal,1092
2304,banquette,1091
2305,race,1091
2306,système,1091
2307,chacune,1090
2308,gagné,1089
2309,humide,1088
2310,allemagne,1087
2311,avouer,1087
2312,courait,1087
2313,formes,1086
2314,galerie,1086
2315,san,1086
2316,automobile,1085
2317,candeur,1085
2318,horrible,1085
2319,utile,1085
2320,marchand,1084
2321,alluma,1083
2322,veston,1083
2323,opinion,1082
2324,pensant,1082
2325,sortis,1081
2326,étroit,1080
2327,bouge,1079
2328,index,1079
2329,passée,1079
2330,conviction,1078
2331,malheureusement,1078
2332,condition,1077
2333,photographie,1076
2334,queue,1075
2335,joué,1074
2336,offre,1073
2337,suffisamment,1073
2338,excusez,1072
2339,sembla,1072
2340,cherché,1069
2341,gendarmes,1069
2342,mec,1069
2343,nommé,1067
2344,sensation,1067
2345,voudrait,1067
2346,échelle,1067
2347,alice,1066
2348,disparition,1066
2349,tirait,1066
2350,chéri,1065
2351,danse,1065
2352,disent,1065
2353,cravate,1064
2354,vision,1064
2355,commun,1063
2356,voisins,1062
2357,animaux,1061
2358,fred,1061
2359,poignet,1060
2360,fussent,1059
2361,honnête,1059
2362,prononcer,1059
2363,disparut,1058
2364,tenaient,1058
2365,ténèbres,1058
2366,b,1057
2367,barre,1057
2368,cherchant,1057
2369,hé,1057
2370,sien,1057
2371,hauts,1056
2372,égal,1056
2373,accès,1054
2374,bottes,1054
2375,vus,1054
2376,baiser,1053
2377,placé,1053
2378,surveiller,1053
2379,officiers,1052
2380,complice,1051
2381,lord,1051
2382,velours,1051
2383,marbre,1050
2384,monnaie,1050
2385,soif,1050
2386,discours,1049
2387,pouvons,1048
2388,rouler,1048
2389,dirai,1047
2390,posée,1046
2391,mien,1045
2392,crie,1044
2393,poil,1044
2394,criait,1043
2395,dollars,1043
2396,lâche,1043
2397,nuage,1043
2398,verte,1043
2399,auteur,1042
2400,décida,1042
2401,obtenir,1042
2402,comprend,1040
2403,feux,1040
2404,bouteilles,1039
2405,fruits,1039
2406,bibliothèque,1038
2407,flammes,1038
2408,étages,1038
2409,interrogea,1037
2410,écriture,1037
2411,rayon,1036
2412,venant,1036
2413,épouse,1036
2414,moustache,1035
2415,façade,1034
2416,essence,1033
2417,ignorait,1033
2418,voile,1033
2419,devint,1032
2420,montré,1031
2421,pistolet,1031
2422,élan,1031
2423,pressé,1030
2424,travaillait,1030
2425,poursuivit,1029
2426,seins,1029
2427,tache,1029
2428,respiration,1028
2429,vladimir,1028
2430,minuscule,1027
2431,écran,1026
2432,autorité,1025
2433,bec,1025
2434,clos,1025
2435,étroite,1025
2436,titin,1024
2437,vérifier,1024
2438,revanche,1023
2439,apparut,1022
2440,hésita,1022
2441,levait,1022
2442,luxe,1021
2443,fausse,1020
2444,ascenseur,1018
2445,fixé,1018
2446,riait,1018
2447,nullement,1017
2448,souris,1017
2449,cellule,1016
2450,perdue,1016
2451,william,1016
2452,univers,1014
2453,voulaient,1014
2454,camarade,1013
2455,donnaient,1013
2456,niveau,1013
2457,unes,1013
2458,retourné,1012
2459,taches,1012
2460,avocat,1011
2461,coude,1011
2462,henri,1011
2463,ose,1011
2464,abandonné,1010
2465,essaya,1010
2466,fermés,1010
2467,fraîche,1010
2468,sinistre,1010
2469,bâtiment,1008
2470,djer,1007
2471,kaw,1007
2472,marcel,1007
2473,bagnole,1006
2474,sentier,1006
2475,battant,1005
2476,excuse,1005
2477,néanmoins,1005
2478,science,1005
2479,étendue,1005
2480,arracher,1004
2481,blessure,1004
2482,fiche,1004
2483,remarqua,1004
2484,naissance,1003
2485,propriété,1003
2486,chaîne,1002
2487,gouvernement,1002
2488,roman,1002
2489,sourde,1002
2490,mode,1001
2491,sombres,1001
2492,débarrasser,999
2493,oublie,999
2494,quatrième,999
2495,rayons,999
2496,brune,998
2497,chaises,998
2498,existait,998
2499,parles,998
2500,réponds,998
2501,saurait,998
2502,acheté,997
2503,chercha,997
2504,gardes,997
2505,majesté,997
2506,referma,997
2507,saisir,997
2508,lance,996
2509,centaines,995
2510,payé,995
2511,trouvais,995
2512,savaient,994
2513,domicile,993
2514,fier,993
2515,entretien,992
2516,bébé,991
2517,parquet,991
2518,serez,991
2519,misère,990
2520,montrant,988
2521,bijoux,987
2522,viande,987
2523,clément,986
2524,préparer,986
2525,courut,984
2526,ouverture,984
2527,cap,983
2528,carré,983
2529,don,983
2530,explications,983
2531,habitait,983
2532,respirer,983
2533,trompé,983
2534,poussait,982
2535,réserve,982
2536,éclair,982
2537,évidence,982
2538,nerfs,981
2539,ongles,981
2540,entreprise,980
2541,ouverts,980
2542,traverse,980
2543,base,979
2544,assiette,977
2545,fureur,977
2546,sache,977
2547,tut,977
2548,brutalement,976
2549,comptait,976
2550,gilberte,976
2551,pénombre,976
2552,possédait,975
2553,réveiller,974
2554,brouillard,973
2555,cadre,973
2556,enfer,973
2557,semblables,973
2558,instinct,972
2559,raide,972
2560,tendait,971
2561,reprises,970
2562,style,970
2563,gamin,969
2564,nestor,969
2565,groupes,968
2566,trucs,968
2567,visible,968
2568,assassinat,967
2569,clarté,967
2570,devez,967
2571,jenny,967
2572,épouvante,967
2573,domestiques,966
2574,flanc,966
2575,contenait,965
2576,arsène,963
2577,couper,963
2578,offrait,963
2579,peinture,963
2580,prochaine,963
2581,accompagner,962
2582,ange,962
2583,apparemment,962
2584,clara,961
2585,miracle,961
2586,prisonniers,961
2587,saison,961
2588,démarche,960
2589,mépris,960
2590,nicolas,960
2591,contenu,959
2592,franchement,958
2593,habite,958
2594,métallique,958
2595,pardessus,958
2596,permettre,958
2597,gouttes,957
2598,solution,956
2599,teint,956
2600,ayez,955
2601,reporter,955
2602,tragique,955
2603,orage,954
2604,décor,953
2605,espérer,953
2606,célèbre,952
2607,remarque,952
2608,reprenait,952
2609,embrasser,951
2610,tromper,951
2611,buste,950
2612,environs,950
2613,possession,950
2614,commerce,949
2615,soldat,949
2616,origine,948
2617,propriétaire,947
2618,préfère,947
2619,règle,947
2620,supporter,947
2621,new,946
2622,probable,946
2623,saisi,946
2624,sérieusement,946
2625,accepter,945
2626,malades,945
2627,répéter,944
2628,boîtes,942
2629,jardins,942
2630,lalla,942
2631,rythme,942
2632,tente,942
2633,troupe,942
2634,malheureuse,941
2635,osait,940
2636,cloche,939
2637,envoie,939
2638,éclata,939
2639,éprouvait,939
2640,baissa,938
2641,vierge,938
2642,demeura,937
2643,éclats,937
2644,communication,936
2645,enthousiasme,936
2646,jaunes,936
